fb_id,time_of_analysis,period_selected,num_of_status,daily_engagement,frequently_used_words,number_of_discussion,superusers,avg_comment_len,status_topics,comments_topics
lovemattersafrica,2017-06-25 16:07:50,2017-05-10 - 2017-05-31,137,1982,"[('[[STICKER]]', 175), ('True', 77), ('Amen', 38), ('Very true', 34), ('Sure', 14), ('true', 13), ('Exactly', 10), ('No', 10), ('I agree', 8), ('B-)', 7)]",781,"Love Matters Africa     162
Winnie Mtall             54
Amiable Mbuyi Victor     29
YoungJay Musa            29
Ruth Alimogum            28
Name: comment_author, dtype: int64",13.986086336068498,"[(0, u'0.038*""get"" + 0.038*""httpslovematterscoke"" + 0.025*""information"" + 0.020*""relationship"" + 0.014*""teamlovematters"" + 0.013*""sex"" + 0.013*""it"" + 0.013*""condom"" + 0.010*""right"" + 0.010*""life""'), (1, u'0.011*""way"" + 0.011*""research"" + 0.011*""learn"" + 0.008*""partner"" + 0.008*""kenyabuzz"" + 0.008*""marie"" + 0.008*""stopes"" + 0.008*""kenya"" + 0.008*""via"" + 0.008*""0800720005""'), (2, u'0.012*""people"" + 0.012*""know"" + 0.010*""partner"" + 0.010*""one"" + 0.010*""want"" + 0.010*""love"" + 0.010*""it"" + 0.010*""like"" + 0.008*""make"" + 0.008*""dont""'), (3, u'0.015*""getting"" + 0.011*""lot"" + 0.010*""good"" + 0.008*""do"" + 0.008*""join"" + 0.008*""kenyabuzz"" + 0.008*""woman"" + 0.008*""family"" + 0.008*""it"" + 0.008*""answer""'), (4, u'0.078*""teamlovematters"" + 0.043*""good"" + 0.031*""night"" + 0.029*""morning"" + 0.021*""think"" + 0.021*""enjoy"" + 0.012*""agree"" + 0.011*""always"" + 0.011*""know"" + 0.011*""dont""')]","[(0, u'0.040*""sticker"" + 0.020*""sex"" + 0.010*""relationship"" + 0.009*""time"" + 0.009*""right"" + 0.006*""it"" + 0.006*""love"" + 0.006*""friend"" + 0.006*""use"" + 0.006*""good""'), (1, u'0.061*""true"" + 0.018*""love"" + 0.013*""amen"" + 0.009*""agree"" + 0.008*""god"" + 0.007*""it"" + 0.007*""yeah"" + 0.006*""dont"" + 0.006*""thats"" + 0.006*""marriage""'), (2, u'0.013*""love"" + 0.009*""ya"" + 0.008*""it"" + 0.008*""ur"" + 0.007*""take"" + 0.006*""no"" + 0.006*""problem"" + 0.005*""better"" + 0.005*""ni"" + 0.005*""condom""'), (3, u'0.102*""u"" + 0.016*""ur"" + 0.014*""n"" + 0.010*""dont"" + 0.010*""sex"" + 0.010*""r"" + 0.009*""love"" + 0.009*""bt"" + 0.009*""2"" + 0.008*""b""'), (4, u'0.017*""u"" + 0.013*""sex"" + 0.011*""man"" + 0.008*""ur"" + 0.008*""one"" + 0.007*""wife"" + 0.006*""without"" + 0.006*""dont"" + 0.006*""advice"" + 0.006*""exactly""')]"
